PurchaseNo|PurchaseKey|Department|Date|PuchaseOrderType|PurchaseHeader|StatusCode|RaisedBy|ArrpovedBy|ApproveDate
7244|v6LhyyM0Kt|Network  |30-01-2013|Standard|anxPpyJ|409|Richard.Jackson@snox.com    |Garfield.Woodrow@snox.com   |09-04-2013
7386|nZlzmv0UQl|Network  |07-07-2013|Blanket |YTGhvp6|200|Gerald.Quincy@snox.com      |Fillmore.Grover@snox.com    |08-02-2013
3865|Ci3NUuanuG|Network  |02-08-2013|Blanket |AvWCC2j|404|Rutherford.Hoover@snox.com  |Tyler.Bill@snox.com         |22-03-2013
4409|2dg7iZ7QbF|Network  |27-01-2013|Standard|U6q0vO7|401|James.Jackson@snox.com      |Harding.Harry@snox.com      |04-05-2013
1799|6BQPFWmYbT|CSR      |20-07-2013|Blanket |OXy4RCj|200|Herbert.Garfield@snox.com   |Johnson.Warren@snox.com     |09-09-2013
1769|LoFV4u8KRT|Network  |25-08-2013|Standard|J4Z3biT|400|Gerald.Quincy@snox.com      |McKinley.Lyndon@snox.com    |24-06-2013
9244|AV36obLAuO|CSR      |22-07-2013|Standard|Ki2WLve|404|Rutherford.Buchanan@snox.com|Adams.Abraham@snox.com      |04-04-2013
9396|d7fyPlAqmr|CSR      |28-07-2013|Planned |EzZHlpj|400|Thomas.Johnson@snox.com     |Monroe.James@snox.com       |22-09-2013
8486|QydUw7o2fz|CSR      |23-08-2013|Blanket |EI1K6m1|200|Theodore.Arthur@snox.com    |Harding.John@snox.com       |19-04-2013
8834|EE5pPnMYrD|CSR      |29-03-2013|Standard|iUBK3uw|409|Rutherford.Lincoln@snox.com |Taylor.Jimmy@snox.com       |07-06-2013
9985|wmuPTAnFew|CSR      |27-03-2013|Standard|j2QgWkp|200|Chester.Pierce@snox.com     |Jackson.Andrew@snox.com     |22-09-2013
5819|vLY178LNOr|CSR      |27-03-2013|Contract|vL7eaze|403|Warren.Kennedy@snox.com     |Monroe.John@snox.com        |13-06-2013
1240|mn7dsWWnbj|CSR      |03-10-2013|Standard|HYvtPjp|409|Abraham.Quincy@snox.com     |Roosevelt.Gerald@snox.com   |14-07-2013
7270|rIzOBXkCIw|Network  |18-06-2013|Planned |IAHK4hr|409|Warren.Reagan@snox.com      |Lincoln.Chester@snox.com    |10-06-2013
2368|gsWHsQGeUN|CSR      |15-05-2013|Planned |zAyLsIM|409|Martin.Tyler@snox.com       |Johnson.James@snox.com      |21-04-2013
6424|euHf6IXa9Q|CSR      |22-02-2013|Planned |Y3KGp5E|409|Richard.Arthur@snox.com     |Washington.William@snox.com |29-10-2013
8120|z3T0RzVDd8|CSR      |15-05-2013|Contract|42XNBfJ|401|William.Eisenhower@snox.com |Harrison.Andrew@snox.com    |02-09-2013
5011|q8rVWGG5mo|Network  |15-03-2013|Planned |kJc4p7b|404|Harry.Cleveland@snox.com    |Adams.Thomas@snox.com       |29-01-2013
3143|AWh11l8JX1|CSR      |11-10-2013|Contract|BFUEQNi|301|James.Jackson@snox.com      |Madison.Ulysses@snox.com    |05-02-2013
7218|tF2NIfPLlY|Network  |10-02-2013|Standard|iB0ocfz|409|George.Buchanan@snox.com    |Hayes.Lyndon@snox.com       |01-07-2013
7189|UVTdwJAGWw|CSR      |06-10-2013|Blanket |YQAVkfF|200|Calvin.McKinley@snox.com    |Pierce.Herbert@snox.com     |25-01-2013
3590|2413dDpJ1B|Network  |05-04-2013|Standard|SxpTMM1|404|Ulysses.Jefferson@snox.com  |Quincy.Franklin@snox.com    |07-03-2013
7194|S3Kx6lATJT|Network  |06-09-2013|Standard|Rj2k9I7|403|William.Jefferson@snox.com  |Cleveland.Franklin@snox.com |23-03-2013
4682|TOvOWj7s9x|Network  |21-04-2013|Standard|qU3vSvd|409|Bill.Nixon@snox.com         |Jackson.Dwight@snox.com     |15-06-2013
7370|GE3Xl8hW1v|Network  |13-09-2013|Blanket |0nissc0|400|Woodrow.Cleveland@snox.com  |Hoover.Ronald@snox.com      |16-10-2013
9298|ZrhJgKhEtF|CSR      |06-09-2013|Planned |iGlXZdb|403|Herbert.Garfield@snox.com   |Nixon.Ronald@snox.com       |06-05-2013
5007|wNAwoA7JGx|Network  |10-10-2013|Planned |Pl6ymev|409|Dwight.Jefferson@snox.com   |McKinley.Chester@snox.com   |23-07-2013
7610|gVeY7MUon8|Network  |03-01-2013|Contract|3wyIwAD|409|Thomas.Quincy@snox.com      |Reagan.Herbert@snox.com     |09-08-2013
8616|bjCEp28ERc|Network  |04-04-2013|Contract|IKEfdSL|404|Andrew.Johnson@snox.com     |Van Buren.Woodrow@snox.com  |01-07-2013
2398|9oiiUMNVua|Network  |04-01-2013|Blanket |vKh85Z0|403|Gerald.Harrison@snox.com    |Monroe.Calvin@snox.com      |29-05-2013
8723|TEmQLmoo4f|CSR      |27-03-2013|Blanket |HrEeJrn|301|Ronald.Eisenhower@snox.com  |Johnson.Bill@snox.com       |03-09-2013
3559|byenmz7I3y|Network  |19-09-2013|Standard|RN5Lb9v|301|Millard.Arthur@snox.com     |Quincy.Warren@snox.com      |21-10-2013
8383|9xv6MSZfya|CSR      |21-06-2013|Planned |gHKvwCZ|404|Benjamin.Roosevelt@snox.com |Jefferson.Bill@snox.com     |27-10-2013
8578|dRcduws9xX|CSR      |22-03-2013|Blanket |ccjFEwc|200|Rutherford.Taylor@snox.com  |Harding.Franklin@snox.com   |23-09-2013
1439|vn1QrsngSW|CSR      |21-05-2013|Contract|4k5zVwf|403|Richard.Van Buren@snox.com  |Hayes.Grover@snox.com       |02-06-2013
8590|Q1Lo3Q5WWd|Network  |23-10-2013|Planned |GdJUeIg|409|George.Roosevelt@snox.com   |Cleveland.Harry@snox.com    |01-10-2013
7476|1w4mFvjE77|CSR      |20-06-2013|Standard|9dXXdHY|400|Calvin.Coolidge@snox.com    |Coolidge.Andrew@snox.com    |29-06-2013
1465|tDCRtci6GS|Network  |08-08-2013|Planned |QW7k3Z6|409|Benjamin.Tyler@snox.com     |Ford.Herbert@snox.com       |25-07-2013
3599|wdWtbrbVau|Network  |19-01-2013|Blanket |v2KUV3k|404|Woodrow.Jefferson@snox.com  |Fillmore.Gerald@snox.com    |04-05-2013
5149|m3ecrhUPKB|Network  |15-09-2013|Blanket |x6ICOU3|200|Rutherford.Harding@snox.com |Johnson.Herbert@snox.com    |12-02-2013
2049|U0BYPa1G7Y|CSR      |20-05-2013|Planned |6tbsxER|404|Herbert.Carter@snox.com     |Adams.Chester@snox.com      |12-08-2013
5596|2PulWgiS4Y|CSR      |13-04-2013|Planned |YiH6duJ|404|Grover.Garfield@snox.com    |Lincoln.James@snox.com      |02-08-2013
4089|tsT2aoB9Qu|Network  |17-08-2013|Blanket |yMmZo7D|401|Theodore.Buchanan@snox.com  |Hayes.Herbert@snox.com      |22-06-2013
3086|1qCHdzPVPr|Network  |31-07-2013|Blanket |2LDan09|301|Franklin.Kennedy@snox.com   |Ford.Franklin@snox.com      |06-01-2013
5676|kVbuOsBL14|CSR      |26-03-2013|Planned |XZhzfyE|404|Theodore.Harding@snox.com   |Clinton.Harry@snox.com      |29-03-2013
4514|dB3aVufDIf|Network  |14-01-2013|Blanket |e13YzWt|404|Franklin.Coolidge@snox.com  |Reagan.Herbert@snox.com     |16-10-2013
6868|eCmG5bq8ZW|Network  |12-03-2013|Blanket |qPDhqfB|409|Grover.Johnson@snox.com     |Lincoln.Franklin@snox.com   |06-08-2013
8300|H8v2QEhIZF|Network  |31-05-2013|Planned |PxHFEf3|409|Harry.Adams@snox.com        |Cleveland.Rutherford@snox.co|15-03-2013
7643|8zwwh9YuNY|Network  |30-04-2013|Standard|qwm2AEs|401|Andrew.Coolidge@snox.com    |Adams.Herbert@snox.com      |14-04-2013
4983|iT1FxuEphg|Network  |23-09-2013|Planned |AFsLoVt|404|Gerald.Carter@snox.com      |Eisenhower.Lyndon@snox.com  |07-01-2013
3861|zUVwxCXW7W|CSR      |08-10-2013|Blanket |fue3RrU|401|Rutherford.Jackson@snox.com |Harding.Bill@snox.com       |02-05-2013
4039|9z2YlBxkqf|Network  |13-06-2013|Planned |gj748EV|409|Richard.Adams@snox.com      |Truman.Rutherford@snox.com  |06-10-2013
2465|omqXLrlQn4|CSR      |13-06-2013|Standard|VADlwZm|409|James.McKinley@snox.com     |Van Buren.Andrew@snox.com   |25-05-2013
8477|CPo3DoOqXH|Network  |10-03-2013|Standard|JVtT7pA|404|George.Washington@snox.com  |Grant.Thomas@snox.com       |21-05-2013
9975|o5yKChjdSE|CSR      |03-01-2013|Contract|Ytxxfk9|403|Martin.Grant@snox.com       |Kennedy.Gerald@snox.com     |27-03-2013
1252|ZeK3DSXkyv|Network  |21-10-2013|Blanket |zbolR7O|404|James.Roosevelt@snox.com    |Polk.Richard@snox.com       |24-06-2013
1880|Cvi9pXohSS|CSR      |23-03-2013|Contract|z1RCR7v|401|Franklin.Hayes@snox.com     |Jefferson.Calvin@snox.com   |24-05-2013
1325|UTAVB0xvaw|CSR      |18-06-2013|Planned |TD7Z7kZ|401|John.Ford@snox.com          |Hoover.Millard@snox.com     |06-06-2013
7556|KvJzIHmPgk|Network  |13-04-2013|Planned |8zloCL6|400|Warren.Tyler@snox.com       |Pierce.Jimmy@snox.com       |17-08-2013
6638|xnEfoSz1zX|Network  |23-09-2013|Standard|Uvwltst|409|Ulysses.Coolidge@snox.com   |Roosevelt.John@snox.com     |27-04-2013
8910|dYxvpjImAU|Network  |11-02-2013|Planned |uoVYdOp|404|Franklin.Garfield@snox.com  |Carter.Lyndon@snox.com      |21-09-2013
6367|lrzBnS0YuM|Network  |24-05-2013|Blanket |bfAyj9L|409|Bill.Buchanan@snox.com      |Harrison.Zachary@snox.com   |31-08-2013
9155|sTb2yUflzD|CSR      |18-04-2013|Planned |P24K3Ku|200|John.Quincy@snox.com        |Van Buren.Warren@snox.com   |01-06-2013
6113|KtRucROJkS|Network  |05-04-2013|Planned |bQ33ai9|409|Theodore.Adams@snox.com     |Clinton.Gerald@snox.com     |05-04-2013
7067|Xj9UuMfu6C|CSR      |28-07-2013|Blanket |x8u9fvO|409|Chester.Fillmore@snox.com   |Garfield.Benjamin@snox.com  |25-07-2013
3868|uOz7l61AtW|Network  |23-02-2013|Contract|RhguiuK|401|Franklin.Garfield@snox.com  |Johnson.Ronald@snox.com     |09-06-2013
4858|mCK7vvZydr|Network  |30-07-2013|Contract|2xQAZO6|301|Bill.Coolidge@snox.com      |Fillmore.Jimmy@snox.com     |07-03-2013
2251|GDpDKd841N|CSR      |19-08-2013|Planned |W1OHP4E|409|Rutherford.Buchanan@snox.com|Arthur.Richard@snox.com     |12-05-2013
7163|KdU6yIFS2r|CSR      |21-01-2013|Planned |uQVJYQS|409|Jimmy.Madison@snox.com      |Ford.Jimmy@snox.com         |13-06-2013
7772|hmudMyDIgq|Network  |31-01-2013|Standard|DlbpyAo|301|Gerald.Pierce@snox.com      |McKinley.Lyndon@snox.com    |12-06-2013
6984|Cxyc9KpEv4|CSR      |02-10-2013|Blanket |EDpU4kD|403|George.Hayes@snox.com       |Hayes.Jimmy@snox.com        |27-10-2013
6868|ZXcqovs4lz|Network  |09-07-2013|Planned |dZre4G6|403|John.Harding@snox.com       |Pierce.Chester@snox.com     |21-01-2013
5844|kj827hc9yG|CSR      |23-05-2013|Contract|8wx7kJa|403|Calvin.Adams@snox.com       |Eisenhower.Calvin@snox.com  |23-10-2013
8321|YKP4v1vRA2|Network  |09-03-2013|Standard|Bi73Ydl|400|Lyndon.Johnson@snox.com     |Roosevelt.Franklin@snox.com |24-06-2013
3193|1fzumIoLqI|CSR      |16-02-2013|Standard|UJwmDCP|401|John.Fillmore@snox.com      |Kennedy.Gerald@snox.com     |28-05-2013
8428|TPxBSc55Rl|Network  |11-05-2013|Contract|UIhyZjY|200|Chester.Wilson@snox.com     |Roosevelt.Andrew@snox.com   |23-04-2013
5536|nqJCvniBzK|Network  |25-03-2013|Planned |zIRAf5Y|200|James.Roosevelt@snox.com    |Garfield.Chester@snox.com   |08-06-2013
1541|6qn8ZoQey7|Network  |02-10-2013|Blanket |kp2Zp2x|404|Calvin.Jefferson@snox.com   |Jackson.Rutherford@snox.com |07-06-2013
1303|dXxdFsJP4B|Network  |06-07-2013|Blanket |PrK8P4v|409|Calvin.Arthur@snox.com      |Cleveland.Ulysses@snox.com  |27-04-2013
1274|IuGnIcU7fP|Network  |23-10-2013|Standard|4Rexi2U|400|James.Polk@snox.com         |Ford.Richard@snox.com       |13-07-2013
8588|u7B8qMHBtm|Network  |24-01-2013|Planned |p8TR0BV|409|James.Grant@snox.com        |Eisenhower.Ronald@snox.com  |29-05-2013
2723|bejNRMSbbM|Network  |10-01-2013|Blanket |3pIRteL|404|Zachary.Adams@snox.com      |Reagan.George@snox.com      |23-02-2013
9317|sGCZINYLQH|Network  |15-03-2013|Contract|6XaJARv|401|Ronald.Grant@snox.com       |Buchanan.James@snox.com     |04-07-2013
8472|vw6nf6YdlT|CSR      |13-08-2013|Planned |ETbivTV|403|Millard.Fillmore@snox.com   |Coolidge.Lyndon@snox.com    |15-01-2013
5002|sB3PpK2cxN|Network  |16-06-2013|Planned |JShZRik|200|Ronald.Clinton@snox.com     |Grant.Harry@snox.com        |29-01-2013
1240|DpBzXfGLNC|CSR      |09-09-2013|Blanket |VR2CzDr|409|Millard.Johnson@snox.com    |Truman.Richard@snox.com     |26-01-2013
3604|2slSCg80fC|Network  |13-08-2013|Blanket |7RNiq7x|409|Bill.Nixon@snox.com         |Adams.James@snox.com        |14-05-2013
2048|HRi39NyYEg|Network  |21-10-2013|Planned |K7F7SSI|401|William.Arthur@snox.com     |Taft.Chester@snox.com       |25-03-2013
7503|kF1qCvxJvg|CSR      |08-09-2013|Planned |REKQjQI|400|Thomas.Arthur@snox.com      |Truman.Harry@snox.com       |01-10-2013
4245|lQHWKpgAaL|CSR      |03-07-2013|Standard|z02jTAb|301|James.Monroe@snox.com       |Adams.George@snox.com       |23-09-2013
7878|GbkKZVYKTh|Network  |21-05-2013|Standard|ugoufuA|200|Dwight.Hoover@snox.com      |Roosevelt.Gerald@snox.com   |29-08-2013
5597|4ujmk8xPH2|Network  |20-02-2013|Contract|NIzRAfu|404|John.Harding@snox.com       |Grant.John@snox.com         |24-08-2013
3125|FEbPSHhB6I|Network  |22-09-2013|Blanket |ApTu3SK|404|Dwight.Tyler@snox.com       |Harrison.Thomas@snox.com    |13-06-2013
1641|6NGV67t2CV|CSR      |13-07-2013|Contract|Lot8LKt|200|Dwight.Roosevelt@snox.com   |Adams.Franklin@snox.com     |28-01-2013
4247|LD0DAZPUeP|Network  |10-07-2013|Contract|4wKBYbi|301|Thomas.Eisenhower@snox.com  |Arthur.Bill@snox.com        |14-10-2013
3886|FRuDMgMgSj|Network  |28-02-2013|Contract|qCkASls|409|Andrew.Grant@snox.com       |Van Buren.Martin@snox.com   |12-06-2013
3374|r9YXJ2iUoY|Network  |31-03-2013|Standard|lhjCMkC|400|Dwight.Kennedy@snox.com     |Carter.Warren@snox.com      |07-01-2013
8710|maXkai1gyn|CSR      |23-06-2013|Blanket |hXBctv4|200|Grover.Garfield@snox.com    |Tyler.Herbert@snox.com      |26-10-2013
3211|WmcLK3LEd5|Network  |27-08-2013|Standard|z88vDlP|404|Herbert.Coolidge@snox.com   |Taft.Zachary@snox.com       |09-06-2013
2113|OcCUNLD7el|Network  |08-08-2013|Blanket |uwPi7kw|301|Rutherford.Johnson@snox.com |Roosevelt.Ronald@snox.com   |19-01-2013
2873|s9eLpmZFdu|Network  |02-07-2013|Planned |D8hGpxC|409|Chester.Ford@snox.com       |Harding.Franklin@snox.com   |22-02-2013
7046|KJDHNbM1Zr|CSR      |30-03-2013|Contract|os47DVw|409|Franklin.Grant@snox.com     |Garfield.Grover@snox.com    |30-07-2013
7244|v6LhyyM0Kt|Network  |30-01-2013|Standard|anxPpyJ|409|Richard.Jackson@snox.com    |Garfield.Woodrow@snox.com   |09-04-2013
7386|nZlzmv0UQl|Network  |07-07-2013|Blanket |YTGhvp6|200|Gerald.Quincy@snox.com      |Fillmore.Grover@snox.com    |08-02-2013
3865|Ci3NUuanuG|Network  |02-08-2013|Blanket |AvWCC2j|404|Rutherford.Hoover@snox.com  |Tyler.Bill@snox.com         |22-03-2013
4409|2dg7iZ7QbF|Network  |27-01-2013|Standard|U6q0vO7|401|James.Jackson@snox.com      |Harding.Harry@snox.com      |04-05-2013
1799|6BQPFWmYbT|CSR      |20-07-2013|Blanket |OXy4RCj|200|Herbert.Garfield@snox.com   |Johnson.Warren@snox.com     |09-09-2013
1769|LoFV4u8KRT|Network  |25-08-2013|Standard|J4Z3biT|400|Gerald.Quincy@snox.com      |McKinley.Lyndon@snox.com    |24-06-2013
9244|AV36obLAuO|CSR      |22-07-2013|Standard|Ki2WLve|404|Rutherford.Buchanan@snox.com|Adams.Abraham@snox.com      |04-04-2013
9396|d7fyPlAqmr|CSR      |28-07-2013|Planned |EzZHlpj|400|Thomas.Johnson@snox.com     |Monroe.James@snox.com       |22-09-2013
8486|QydUw7o2fz|CSR      |23-08-2013|Blanket |EI1K6m1|200|Theodore.Arthur@snox.com    |Harding.John@snox.com       |19-04-2013
8834|EE5pPnMYrD|CSR      |29-03-2013|Standard|iUBK3uw|409|Rutherford.Lincoln@snox.com |Taylor.Jimmy@snox.com       |07-06-2013
9985|wmuPTAnFew|CSR      |27-03-2013|Standard|j2QgWkp|200|Chester.Pierce@snox.com     |Jackson.Andrew@snox.com     |22-09-2013
5819|vLY178LNOr|CSR      |27-03-2013|Contract|vL7eaze|403|Warren.Kennedy@snox.com     |Monroe.John@snox.com        |13-06-2013
1240|mn7dsWWnbj|CSR      |03-10-2013|Standard|HYvtPjp|409|Abraham.Quincy@snox.com     |Roosevelt.Gerald@snox.com   |14-07-2013
7270|rIzOBXkCIw|Network  |18-06-2013|Planned |IAHK4hr|409|Warren.Reagan@snox.com      |Lincoln.Chester@snox.com    |10-06-2013
2368|gsWHsQGeUN|CSR      |15-05-2013|Planned |zAyLsIM|409|Martin.Tyler@snox.com       |Johnson.James@snox.com      |21-04-2013
6424|euHf6IXa9Q|CSR      |22-02-2013|Planned |Y3KGp5E|409|Richard.Arthur@snox.com     |Washington.William@snox.com |29-10-2013
8120|z3T0RzVDd8|CSR      |15-05-2013|Contract|42XNBfJ|401|William.Eisenhower@snox.com |Harrison.Andrew@snox.com    |02-09-2013
5011|q8rVWGG5mo|Network  |15-03-2013|Planned |kJc4p7b|404|Harry.Cleveland@snox.com    |Adams.Thomas@snox.com       |29-01-2013
3143|AWh11l8JX1|CSR      |11-10-2013|Contract|BFUEQNi|301|James.Jackson@snox.com      |Madison.Ulysses@snox.com    |05-02-2013
7218|tF2NIfPLlY|Network  |10-02-2013|Standard|iB0ocfz|409|George.Buchanan@snox.com    |Hayes.Lyndon@snox.com       |01-07-2013
7189|UVTdwJAGWw|CSR      |06-10-2013|Blanket |YQAVkfF|200|Calvin.McKinley@snox.com    |Pierce.Herbert@snox.com     |25-01-2013
3590|2413dDpJ1B|Network  |05-04-2013|Standard|SxpTMM1|404|Ulysses.Jefferson@snox.com  |Quincy.Franklin@snox.com    |07-03-2013
7194|S3Kx6lATJT|Network  |06-09-2013|Standard|Rj2k9I7|403|William.Jefferson@snox.com  |Cleveland.Franklin@snox.com |23-03-2013
4682|TOvOWj7s9x|Network  |21-04-2013|Standard|qU3vSvd|409|Bill.Nixon@snox.com         |Jackson.Dwight@snox.com     |15-06-2013
7370|GE3Xl8hW1v|Network  |13-09-2013|Blanket |0nissc0|400|Woodrow.Cleveland@snox.com  |Hoover.Ronald@snox.com      |16-10-2013
9298|ZrhJgKhEtF|CSR      |06-09-2013|Planned |iGlXZdb|403|Herbert.Garfield@snox.com   |Nixon.Ronald@snox.com       |06-05-2013
